Starts	Dist	SpkQual	MFuse	Alter	Starter	StMotor	BatAge	Charging	PlugVolt	BatVolt	Timing	Cranks	Plugs	AirFilter	Air	Fuel	GasTank	GasFilter
2	1	2	1	1	2	1	1.86021	2	3	3	1	2	1	1	2	2	1	1
2	1	2	1	1	2	1	4.19014	2	3	3	2	2	1	2	2	2	2	1
2	1	2	1	1	1	1	0.904116	2	2	2	1	1	2	1	1	2	2	1
1	1	2	1	1	1	1	5.61684	1	2	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1.65619	1	1	1	2	1	1	1	1	2	2	1
2	1	2	1	1	2	1	4.15422	2	3	3	1	2	1	1	2	1	1	1
1	1	2	1	1	1	1	4.88026	1	1	1	1	1	2	1	1	1	1	1
2	1	1	1	1	1	1	3.45452	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.03947	1	3	3	1	2	3	2	2	1	1	1
2	1	1	1	1	1	1	0.0883353	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	4.39567	2	3	3	1	2	1	1	1	2	1	1
1	1	1	1	1	1	1	6.04255	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	1.87942	2	3	3	1	2	1	1	2	2	1	1
2	1	2	1	1	1	1	6.44694	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.404753	2	3	3	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2.9712	1	1	1	1	1	1	1	1	1	1	1
2	2	2	1	1	1	1	3.45153	1	3	1	2	1	2	1	1	2	1	1
2	1	2	1	1	2	1	5.83086	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	7.2099	2	3	3	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4.67762	1	1	1	1	1	1	1	1	2	1	1
2	1	2	1	1	2	1	0.729882	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	1.01368	1	1	1	1	1	1	1	1	1	1	1
2	2	2	1	1	2	1	1.09835	2	3	2	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.519269	1	1	1	1	2	3	1	1	1	1	1
2	1	2	1	1	1	1	3.50706	1	1	1	1	2	2	1	2	2	1	1
1	1	1	1	1	1	1	4.79285	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	3.12622	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.608191	2	3	3	1	2	3	1	1	2	2	1
2	1	2	1	1	2	1	6.54656	2	3	3	1	2	2	1	1	2	1	1
1	1	2	1	1	1	1	1.84695	1	2	2	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1.44766	1	1	1	1	1	1	1	1	2	1	2
2	1	2	1	1	1	1	2.76405	2	3	3	2	1	1	1	1	2	2	1
2	1	2	1	1	2	1	1.87897	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	4.21577	2	3	3	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	4.10049	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.700877	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	2.09615	2	3	3	1	2	2	2	2	2	2	1
2	1	2	1	1	2	1	0.0413103	2	3	3	1	2	2	1	1	1	1	1
2	1	2	1	1	2	1	2.48333	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	2.97985	2	2	2	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	1.37459	1	1	1	1	1	2	1	1	1	1	1
2	1	2	1	1	2	1	4.1201	2	3	3	1	1	1	2	2	1	1	1
2	1	2	1	1	2	1	2.90982	2	3	3	1	2	1	1	2	2	1	1
1	1	1	1	1	1	1	6.59517	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2.08584	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.0538178	2	2	2	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	5.96335	1	1	1	1	1	2	1	1	1	1	1
2	1	2	1	1	1	1	0.182284	2	3	2	1	1	3	1	1	1	1	1
2	1	2	1	1	1	1	3.44919	2	3	3	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	0.779395	1	1	1	1	1	2	1	2	1	1	1
1	1	2	1	1	1	1	0.795055	1	1	1	1	1	3	1	2	1	1	1
2	1	2	1	1	1	1	0.157868	1	1	1	1	2	3	1	2	2	1	1
2	1	2	1	1	1	1	16.084	1	3	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	2	0.627103	1	2	1	1	2	1	1	1	2	2	1
2	1	2	1	1	2	1	0.0275255	2	3	3	1	2	2	2	2	1	1	1
2	1	2	1	1	2	1	6.47001	2	3	3	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	4.03001	1	2	2	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	0.965693	1	1	1	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	0.54945	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	1.48256	2	3	3	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	2.85677	1	3	1	1	1	1	2	1	1	1	1
2	1	2	1	1	2	1	3.93863	2	3	3	1	2	3	1	1	2	1	1
2	1	1	1	1	1	1	0.00541087	1	1	1	1	1	1	1	1	2	1	1
2	1	2	1	1	1	1	0.362488	2	3	3	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	6.42171	1	1	1	1	1	3	1	1	1	1	1
1	1	1	1	1	1	1	3.82142	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	3.25268	2	2	2	2	1	3	2	2	2	2	1
2	1	1	1	1	1	1	0.456467	1	1	1	1	1	1	1	1	2	1	2
2	1	2	1	1	2	1	7.28457	2	3	3	1	2	2	1	1	1	1	1
1	1	1	1	1	1	1	2.36924	1	1	1	1	1	1	2	2	1	1	1
2	1	2	1	1	2	1	2.56769	2	3	3	1	2	1	2	2	1	1	1
2	1	1	1	1	1	1	6.12715	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.334852	1	1	1	1	1	2	1	1	2	1	1
2	1	2	1	1	2	1	0.417725	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	4.08556	2	3	3	1	2	3	2	2	1	1	1
1	1	2	1	1	1	1	6.17039	1	1	1	1	1	2	1	1	1	1	1
2	1	2	1	1	1	1	2.18545	1	2	2	1	1	3	2	2	2	2	1
2	1	2	1	1	2	1	0.847626	2	3	3	1	2	1	2	1	1	1	1
2	1	2	1	1	1	1	3.16606	1	3	2	1	1	3	1	1	2	2	1
1	1	1	1	1	1	1	6.11365	1	1	1	1	1	1	2	2	1	1	1
2	1	2	1	1	2	1	1.11975	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	1.89276	1	2	2	1	2	3	1	1	2	1	1
2	1	2	1	1	1	1	9.5922	1	2	2	1	1	2	1	1	1	1	1
2	1	2	1	1	2	1	3.60891	2	3	3	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	2.90668	1	1	1	1	1	3	1	1	1	1	1
1	1	2	1	1	1	1	2.49303	1	1	1	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	3.38525	2	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	4.42015	2	3	3	2	2	2	1	1	1	1	1
2	1	2	1	1	1	1	3.64483	2	3	3	1	1	3	1	1	2	2	1
2	1	1	1	1	1	1	15.1085	1	1	1	1	1	1	1	1	2	1	1
2	1	2	1	1	1	1	1.48203	2	2	2	2	1	1	2	2	1	1	1
2	1	2	1	1	2	1	2.30603	2	3	3	1	2	1	1	1	2	1	2
2	1	2	1	1	2	1	2.41018	1	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	1	1	12.1968	1	1	1	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	4.26132	1	3	3	1	2	1	2	1	1	1	1
2	1	2	1	1	2	1	2.84851	2	3	3	1	2	3	1	1	2	1	1
2	2	2	1	1	1	1	7.38158	2	3	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	2.22157	2	3	3	1	2	3	2	1	1	1	1
2	1	2	1	1	1	1	11.2393	1	3	2	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	12.0586	2	3	3	1	2	1	1	2	1	1	1
2	1	2	1	1	1	1	1.70122	1	1	1	1	1	2	1	1	1	1	1
1	1	2	1	1	1	1	0.421549	1	1	1	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	10.6549	2	3	3	1	2	1	2	2	1	1	1
2	1	2	1	1	2	1	4.54634	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	5.84972	2	3	3	2	2	3	1	1	1	1	1
2	1	2	1	1	1	1	4.5827	1	1	1	1	2	3	1	1	1	1	1
1	1	2	1	1	1	1	2.15622	1	1	1	1	1	2	2	1	1	1	1
2	1	2	1	1	1	1	5.30419	1	2	2	1	1	1	2	2	1	1	1
2	1	2	1	1	2	1	2.96E-04	2	3	3	2	2	1	1	1	2	1	2
1	1	1	1	1	1	1	3.1953	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3.58269	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	3.79966	1	1	1	1	1	3	1	1	2	2	1
2	1	2	1	1	2	1	3.41372	2	3	3	1	2	2	1	1	1	1	1
2	1	2	1	1	2	1	1.17749	2	3	3	1	2	3	1	1	2	2	1
2	1	2	1	1	2	1	3.27787	2	3	3	1	2	1	1	1	2	1	2
2	1	2	1	1	2	1	0.973378	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	5.71889	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	7.85101	2	3	3	1	2	1	1	2	1	1	1
2	1	2	1	1	1	1	0.894716	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	6.98461	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.493006	2	2	2	1	1	1	2	2	1	1	1
2	1	2	1	1	1	1	2.90456	2	2	2	1	2	3	1	1	1	1	1
1	1	2	1	1	1	1	1.27467	1	1	1	1	1	3	1	1	1	1	1
2	1	2	1	1	1	1	0.465813	1	1	1	1	1	3	1	1	1	1	1
2	1	1	1	1	1	1	4.5194	1	1	1	1	1	1	1	1	2	1	1
1	1	1	1	1	1	1	3.22301	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	3.80782	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	3.6576	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	3.19978	2	3	3	1	1	1	1	2	1	1	1
2	1	2	1	1	2	1	5.80517	2	3	3	1	2	1	1	2	1	1	1
2	1	1	1	1	1	1	10.7093	1	1	1	1	1	1	1	1	2	1	1
2	1	2	1	1	2	1	10.3549	2	3	3	2	2	1	1	1	2	2	1
1	1	1	1	1	1	1	0.604478	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	7.20582	2	3	3	1	2	1	1	1	2	2	1
2	1	2	1	1	2	1	2.06571	1	3	3	1	2	1	1	1	2	1	2
1	1	1	1	1	1	1	2.31193	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.497595	2	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.35387	2	3	3	1	2	1	2	1	1	1	1
2	1	2	1	1	2	1	0.772214	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	0.558477	2	3	3	2	2	3	1	1	1	1	1
2	1	2	1	1	1	1	1.9158	2	3	3	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	5.01825	2	3	3	1	1	3	1	1	2	1	1
2	1	2	1	1	2	1	5.67882	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	1.46262	1	3	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	0.0745373	1	1	1	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	0.97897	2	2	2	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	4.58861	1	1	1	1	1	3	1	1	1	1	1
2	1	1	1	1	1	1	0.125777	1	1	1	1	1	1	2	2	1	1	1
2	1	1	1	1	1	1	7.76345	1	1	1	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	2.36532	1	1	1	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	1.31529	1	1	1	1	1	1	2	1	1	1	1
2	1	2	1	1	1	1	4.53837	2	3	3	1	1	3	1	1	1	1	1
2	2	2	1	1	2	1	5.99218	1	3	3	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4.59701	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	2.78721	1	3	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.767383	2	3	3	1	2	1	2	2	1	1	1
2	1	2	1	1	2	1	1.60453	1	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	2.04018	2	3	3	1	1	1	1	1	2	2	1
2	1	2	1	1	1	1	0.384608	1	1	1	1	1	3	1	1	2	2	1
1	1	1	1	1	1	1	1.96169	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	0.122461	1	1	1	1	1	1	1	1	2	2	1
1	1	1	1	1	1	1	0.876525	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	10.0388	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3.88288	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	2.22832	2	3	3	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	2.14611	1	1	1	1	1	1	1	2	2	2	1
2	1	2	1	1	1	1	6.15115	2	2	2	1	2	2	1	1	1	1	1
2	1	2	1	1	2	1	1.11516	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	3.32971	1	1	1	1	1	3	1	2	1	1	1
2	1	2	1	1	2	1	1.13327	2	3	3	1	2	1	1	2	1	1	1
2	1	2	1	1	1	1	0.97488	1	1	1	1	1	2	1	1	2	2	1
1	1	1	1	1	1	1	6.13708	1	1	1	1	1	1	2	1	1	1	1
2	1	1	1	1	1	1	0.644221	1	1	1	1	2	1	2	1	1	1	1
2	1	2	1	1	2	1	3.24321	2	3	3	1	2	1	1	2	1	1	1
2	1	2	1	1	2	1	4.90151	1	3	3	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	1.17076	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	2.41424	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.463388	1	1	1	1	1	3	1	1	2	2	1
1	1	2	1	1	1	1	0.738175	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	14.1497	1	1	1	2	2	2	1	1	2	1	2
2	1	1	1	1	1	1	4.29215	1	1	1	1	2	1	1	1	2	2	1
1	1	2	1	1	1	1	0.743482	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	3.6543	2	3	2	1	1	2	1	1	1	1	1
1	1	1	1	1	1	1	0.0958608	1	1	1	1	1	1	1	2	1	1	1
2	1	1	1	1	1	1	2.2899	1	1	1	1	2	1	2	2	1	1	1
2	1	1	1	1	1	1	0.550205	1	1	1	1	1	1	1	1	2	1	1
2	1	2	1	1	2	1	0.403593	1	3	3	2	2	3	1	2	1	1	1
2	1	2	1	1	1	1	5.5744	1	2	2	1	1	1	1	1	2	2	1
2	1	2	1	1	2	1	3.62555	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	4.89359	2	2	2	1	1	2	1	1	1	1	1
2	1	2	1	1	1	1	3.89413	1	1	1	1	1	2	1	1	1	1	1
1	1	1	1	1	1	1	1.16389	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	5.16743	2	2	2	2	1	2	1	1	1	1	1
2	1	2	1	1	2	1	4.77073	2	3	3	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	1.35868	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.7067	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	1.4588	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	3.77657	1	1	1	1	1	2	1	2	1	1	1
2	1	2	1	1	2	1	18.7932	2	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	2.78983	1	3	3	1	2	1	1	2	2	1	1
1	1	1	1	1	1	1	1.82441	1	1	1	2	1	1	1	1	1	1	1
1	1	2	1	1	1	1	2.84274	1	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	0.441923	1	2	1	1	1	2	1	1	1	1	1
2	1	2	1	1	2	1	1.7655	2	3	3	1	2	3	1	2	1	1	1
1	1	1	1	1	1	1	0.958711	1	1	1	1	1	1	1	2	1	1	1
2	1	2	1	1	2	1	6.41105	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	1	1	3.38831	1	1	1	1	2	3	1	1	1	1	1
1	1	2	1	1	1	1	0.558543	1	1	1	1	1	3	1	1	1	1	1
1	1	1	1	1	1	1	0.8927	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	3.85972	1	2	1	1	1	1	1	1	2	1	2
2	1	2	1	1	2	1	1.44503	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.74094	2	3	3	1	2	3	2	2	1	1	1
2	1	2	1	1	1	1	2.0474	1	1	1	1	1	3	2	2	1	1	1
2	1	2	1	1	2	1	3.30109	2	3	3	1	2	2	1	1	2	1	1
1	1	1	1	1	1	1	0.175867	1	1	1	2	1	1	1	1	1	1	1
2	1	1	1	1	1	1	3.17026	1	1	1	1	1	1	1	1	2	1	1
2	1	1	1	1	1	1	2.87535	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	5.92314	2	3	3	1	2	3	2	1	2	1	1
2	1	2	1	1	1	1	4.95244	1	1	1	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	9.64896	2	2	2	1	2	1	1	1	2	2	1
2	1	2	1	1	1	1	1.87266	2	2	2	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	3.7852	2	3	3	1	2	1	2	2	1	1	1
1	1	1	1	1	1	1	0.506625	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	5.03595	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	5.11649	1	3	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	1.09823	2	2	2	2	1	1	1	1	1	1	1
2	1	2	1	1	2	1	6.65728	2	3	3	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	1.56095	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	6.77321	2	3	3	2	2	3	1	2	1	1	1
2	1	2	1	1	1	1	5.95268	2	3	3	1	1	1	1	2	1	1	1
2	1	2	1	1	2	1	0.165313	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.26361	2	3	3	1	2	1	1	2	1	1	1
1	1	1	1	1	1	1	2.53638	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	4.72625	2	3	3	1	2	3	1	1	2	1	1
1	1	1	1	1	1	1	1.08404	1	1	1	1	1	1	2	1	1	1	1
2	1	2	1	1	1	1	7.6098	1	3	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	4.54316	2	3	3	1	2	1	1	1	2	1	2
2	1	2	1	1	2	1	2.83239	2	3	3	1	2	1	2	2	1	1	1
1	1	2	1	1	1	1	2.36326	1	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	3.38934	1	1	1	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	4.07199	2	3	3	1	2	3	1	1	2	2	1
2	1	2	1	1	1	1	1.12239	1	2	1	1	1	3	1	1	1	1	1
1	1	2	1	1	1	1	7.1163	1	2	2	1	1	1	1	2	1	1	1
2	1	2	1	1	1	1	4.52991	1	2	2	1	1	1	2	2	1	1	1
2	1	2	1	1	2	1	4.81663	1	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	2.64504	1	2	1	1	1	1	1	1	2	1	2
2	1	2	1	1	1	1	13.4002	1	2	2	1	1	3	2	2	1	1	1
2	1	2	1	1	2	1	3.95547	1	3	3	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	0.0647507	1	1	1	1	1	1	1	2	1	1	1
2	1	2	1	1	1	1	0.942362	2	3	3	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	13.2598	2	3	3	1	2	2	2	1	1	1	1
2	1	2	1	1	1	1	0.712019	1	1	1	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	1.62311	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	1.18222	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	4.73918	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	10.2898	1	3	1	2	1	1	1	1	1	1	1
2	1	2	1	1	1	1	0.48853	1	2	2	2	2	1	1	2	1	1	1
2	1	2	1	1	1	1	3.12597	1	3	1	1	2	1	1	1	2	2	1
1	1	1	1	1	1	1	3.24062	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	2.72961	2	3	3	1	2	1	2	2	1	1	1
2	1	2	1	1	2	1	8.67239	2	3	3	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	4.87987	1	1	1	1	1	1	2	2	1	1	1
1	1	2	1	1	1	1	1.71976	1	1	1	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	0.572811	2	3	3	1	2	1	1	1	2	1	1
2	1	2	1	1	2	1	3.3236	2	3	3	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	4.59497	2	3	3	1	2	1	1	1	2	1	1
2	1	2	1	1	2	1	0.632286	2	3	3	1	2	3	1	1	1	1	1
1	1	1	1	1	1	1	7.83376	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	9.83427	2	3	3	1	2	3	1	1	2	2	1
2	1	2	1	1	1	1	4.23907	1	2	1	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	5.744	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.11516	2	3	3	1	2	1	1	1	2	2	1
2	1	2	1	2	2	1	8.3194	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	5.0832	1	3	2	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	1.14137	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	3.91134	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	7.92332	1	3	3	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	2.15771	2	2	2	1	1	1	2	2	1	1	1
2	1	2	1	1	2	1	8.97816	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	7.5717	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	4.81798	2	3	3	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	0.398659	1	1	1	1	1	3	1	1	1	1	1
1	1	2	1	1	1	1	1.72172	1	1	1	1	1	2	1	1	1	1	1
2	1	1	1	1	1	1	2.88676	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.49484	2	3	3	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	3.50997	1	1	1	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	2.84745	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.415631	2	3	3	1	2	3	1	1	1	1	1
1	1	1	1	1	1	1	8.65392	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1.16434	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	1.50616	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	4.38303	2	3	3	1	2	3	2	2	2	2	1
2	1	2	1	1	2	1	1.68564	2	3	3	1	2	3	1	1	2	2	1
2	1	2	1	1	1	1	3.63619	1	1	1	1	1	3	1	1	2	1	1
1	1	2	1	1	1	1	0.137721	2	2	2	2	1	1	1	1	1	1	1
2	1	2	1	1	2	1	5.09617	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	0.583499	1	1	1	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	1.06402	1	1	1	1	1	2	1	1	1	1	1
2	1	2	1	1	2	1	3.93912	2	3	3	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	2.41567	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	8.07558	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	3.15407	2	2	2	1	1	3	1	1	2	2	1
2	1	2	1	1	1	1	4.36519	2	2	2	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	6.53596	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	1.44498	1	1	1	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	4.08306	1	1	1	1	1	2	1	1	1	1	1
2	1	2	1	1	2	1	4.50829	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	1.11699	1	1	1	1	1	3	1	1	1	1	1
1	1	2	1	1	1	1	0.0517742	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.38734	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	4.56545	1	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	5.1679	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	0.307854	1	1	1	1	1	1	2	2	1	1	1
2	1	2	1	1	2	1	2.32885	2	3	3	2	2	3	1	1	2	1	1
1	1	1	1	1	1	1	0.289901	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	0.319237	1	3	1	1	1	1	1	2	2	2	1
2	1	2	1	1	2	1	0.827021	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	3.37409	2	2	2	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.6608	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	3.24663	1	1	1	1	1	1	1	2	1	1	1
2	1	2	1	1	2	1	0.310255	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.0629292	1	3	1	1	2	1	1	1	2	2	2
1	1	2	1	1	1	1	4.55089	1	1	1	1	1	3	2	1	1	1	1
2	1	2	1	1	1	1	0.978341	2	2	2	1	1	2	2	2	1	1	1
2	1	2	1	1	1	1	0.0404361	2	2	2	1	1	1	1	1	2	2	1
2	1	2	1	1	2	1	2.45037	2	3	3	1	2	1	1	1	2	1	1
2	1	2	1	1	2	1	13.4934	2	3	3	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	1.78284	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	2.77131	2	3	3	1	2	1	1	1	2	1	1
2	1	2	1	1	2	1	0.485846	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.557565	1	1	1	1	1	3	1	1	2	1	1
2	1	2	1	1	2	1	4.54794	1	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	7.94793	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	1.95272	1	1	1	1	2	3	1	1	2	2	1
2	1	1	1	1	1	1	6.14495	1	1	1	2	2	1	1	1	1	1	1
2	1	2	1	1	1	1	3.17644	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	1.49873	1	3	3	1	1	3	1	1	2	1	1
2	1	2	1	1	2	1	7.27586	2	3	3	1	2	1	1	2	1	1	1
